1  object  b1	0.392363	0.469069	1.164636	2.18313	2.307423	1.870744	1.130373	0.784799	0.472055	2.106246	1.168872	0.367339	1.098467	1.707465	1.042402	0.93075	1.755385	0.035752	-0.06749	0.24063	0.57609	0.704509	0.633895	1.651995	0.926783	2.011422	2.299658	2.242937	1.479302	1.256919	1.045336	0.26706	1.991932	1.895375	1.643003	1.94191	1.795505	1.901353	-0.471384	0.732783	0.698522	1.099524	1.133855	0.311139	0.15475	0.086762
2  object4  b2	0.43418	0.359448	1.341377	2.006021	2.362513	2.174502	1.528788	1.185521	-0.011492	2.22491	1.852658	1.16005	1.096173	1.671708	0.985582	1.105875	2.074972	0.236315	0.11501	0.537336	0.658671	0.832037	0.570802	1.664353	0.407958	1.454799	2.031471	2.374487	1.747279	1.387806	1.067605	0.148555	2.340544	2.141918	2.022665	1.763557	1.530764	1.934325	-0.375624	1.375213	0.926809	1.519267	1.427069	0.635928	0.417835	0.071334
3  object16  b3	0.501053	0.591141	1.559005	2.289007	2.454667	2.000167	1.282835	1.145839	0.192922	2.032335	1.522728	0.418119	1.061026	1.878457	0.571715	1.198154	1.874961	0.338339	0.184459	0.184142	0.277584	0.321041	0.451109	1.834991	1.026694	1.92811	2.42355	2.37269	1.740018	1.555177	1.39738	0.297631	2.000786	1.742043	1.491049	2.111021	1.978234	2.15404	-0.311522	0.859801	0.398927	0.795304	0.721302	0.129778	-0.077466	0.066844
4  object64  b4	0.748329	0.560232	1.610479	2.270216	2.154263	1.476492	0.990181	0.909857	0.048933	1.839376	1.103791	0.173172	1.34574	2.183432	1.09332	1.406567	1.777128	0.267851	0.243446	0.127582	0.109094	0.12026	0.190419	2.255139	1.407677	2.265595	2.476204	2.338776	1.527773	1.293013	0.975623	0.421638	1.625587	1.458444	1.17708	2.478218	2.386864	2.164148	-0.131786	0.716063	0.237303	0.566581	0.434899	0.026015	-0.069279	0.329462
5  object256  b5	0.286019	0.277491	1.388383	2.041181	1.955402	1.429494	1.150711	0.933912	-0.111129	1.856651	1.302667	0.364672	1.133784	2.22056	1.522384	1.362445	1.710946	-0.010019	0.143073	0.171354	0.326584	0.384861	0.452941	2.621965	1.138507	2.508828	2.349011	2.035438	1.631057	1.568686	1.330669	0.146565	1.30181	1.431871	1.332773	2.689485	2.591793	2.150361	-0.214765	0.720067	0.188147	0.510727	0.753194	0.355791	0.219292	0.437591
6  object  SE1	0.184204	0.1711	0.16886	0.147256	0.138388	0.164929	0.186261	0.191104	0.167976	0.15813	0.182714	0.182964	0.189432	0.135386	0.171491	0.209861	0.167967	0.244707	0.239603	0.242566	0.23239	0.232736	0.219528	0.154284	0.162825	0.157532	0.136591	0.133347	0.185026	0.191319	0.1874	0.173206	0.172621	0.182697	0.194589	0.132719	0.138321	0.152357	0.240441	0.22271	0.230174	0.222267	0.213313	0.232867	0.230796	0.222921
7  object4  SE2	0.183782	0.170672	0.168564	0.147045	0.138301	0.164768	0.186118	0.190924	0.167853	0.157953	0.182455	0.182695	0.189127	0.135249	0.171235	0.209733	0.167734	0.244735	0.239516	0.242582	0.232346	0.232636	0.219296	0.154174	0.162431	0.157382	0.136471	0.13321	0.184834	0.191099	0.187154	0.173092	0.172648	0.182736	0.194542	0.132703	0.138092	0.152136	0.240358	0.222612	0.230086	0.222313	0.213117	0.232747	0.230615	0.222757
8  object16  SE3	0.184158	0.17103	0.168913	0.147318	0.138555	0.165088	0.186478	0.191301	0.168187	0.158251	0.182819	0.183074	0.189509	0.135522	0.171591	0.210048	0.168048	0.244928	0.239844	0.242717	0.232481	0.232966	0.2197	0.154403	0.162765	0.157658	0.136706	0.133469	0.185176	0.191464	0.187531	0.173433	0.172871	0.182973	0.194834	0.132924	0.138372	0.152423	0.240633	0.222947	0.23028	0.222332	0.213449	0.233022	0.230968	0.22297
9  object64  SE4	0.182428	0.169548	0.166932	0.145721	0.136824	0.163026	0.184092	0.188863	0.165976	0.156374	0.18064	0.180801	0.187309	0.133768	0.169464	0.207794	0.166187	0.242814	0.237317	0.240906	0.230894	0.230483	0.217126	0.152794	0.161411	0.155859	0.135149	0.131814	0.182989	0.189177	0.185224	0.171154	0.170993	0.180973	0.192623	0.131298	0.136772	0.150744	0.238364	0.220478	0.22852	0.221091	0.211251	0.23088	0.228545	0.221434
10  object256  SE5	0.182808	0.169867	0.167396	0.146094	0.137275	0.163544	0.184711	0.189483	0.166559	0.156832	0.181161	0.181351	0.187826	0.134215	0.169977	0.208356	0.166624	0.243373	0.237963	0.241373	0.231285	0.231114	0.217755	0.153188	0.161701	0.156299	0.135533	0.132227	0.183526	0.189734	0.185785	0.17176	0.171514	0.181534	0.193207	0.131746	0.137146	0.151137	0.238933	0.22111	0.228947	0.221414	0.211778	0.231404	0.229136	0.221791
