1  object  b1,1.549461,1.658755,1.796697,2.079257,1.918875,1.735443,1.17993,0.946308,1.025633,1.439228,0.383192,-0.155754,1.117629,1.136427,1.43125,0.582905,1.55014,0.704663,-0.366407,0.211986,0.447592,0.625784,0.203234,1.330212,0.351155,2.137964,2.022875,2.008856,1.711902,1.541062,1.663404,1.155036,1.033118,-0.130559,0.406416,0.778226,0.798296,1.407383,0.892053,1.427479,0.904562,0.004945,-0.274337,-0.360647,-0.297576,0.546801
2  object4  b2,1.602299,1.364736,1.745921,2.091821,2.137034,1.965308,1.397212,1.031852,0.77032,1.748616,0.804833,0.105417,1.369956,1.371728,1.497758,1.002523,1.784602,0.917377,-0.333088,0.409437,0.650176,0.908346,0.053857,1.041091,0.57245,1.834784,1.993916,2.097887,1.985233,1.839665,1.762669,1.136158,1.515899,0.269322,0.551554,0.641407,0.535452,1.509295,1.173757,1.81544,1.260812,0.398973,0.038268,-0.065374,-0.04994,0.543363
3  object16  b3,1.671458,1.494847,1.743659,2.147215,2.144083,1.920549,1.342206,0.973121,0.740355,1.681167,0.616485,-0.029027,1.483467,1.481184,1.636035,0.851404,1.756606,0.656842,-0.573115,0.111774,0.468955,0.661002,0.284905,1.240956,0.670146,2.102788,2.124381,2.247501,1.921791,1.787523,1.643221,0.799562,1.266891,-0.084792,0.381597,0.818283,0.856331,1.684122,1.220966,1.708436,1.006575,0.143946,-0.124436,-0.383546,-0.3727,0.410409
4  object64  b4,1.900405,1.787123,1.924266,2.102114,1.938941,1.502067,0.91048,0.681712,0.45528,1.542888,0.25988,-0.391427,1.707929,1.672981,1.646514,0.666444,1.624988,0.541443,-0.536308,0.205123,0.392765,0.5471,-0.018391,1.551209,1.028195,2.142727,2.173539,2.115065,1.644259,1.456534,1.213097,0.592817,1.151855,-0.323074,0.196039,1.226742,1.177086,1.753392,1.216767,1.565157,0.771533,-0.026872,-0.315097,-0.537048,-0.609058,0.263183
5  object256  b5,1.869428,1.862402,1.790825,1.902343,1.562469,1.208883,0.748434,0.526755,-0.007608,1.065154,-0.190296,-0.709779,1.711882,1.590188,1.301885,0.38428,1.250841,0.323048,-0.496843,0.000895,0.232249,0.286736,0.230642,1.564232,0.887749,2.047897,2.024675,1.947781,1.341051,1.121668,0.950967,0.44207,0.662408,-0.723896,0.061489,1.2019,1.066639,1.4523,1.048811,1.056659,0.439845,-0.34651,-0.559233,-0.653947,-0.698276,0.169865
6  object  SE1,0.180813,0.179416,0.168482,0.169708,0.175486,0.199343,0.205634,0.202163,0.199607,0.200084,0.239612,0.240451,0.195476,0.203311,0.197479,0.235827,0.196898,0.23984,0.242399,0.239467,0.243617,0.239352,0.224215,0.205176,0.210459,0.166437,0.16757,0.167327,0.189926,0.195774,0.195114,0.195033,0.218224,0.227797,0.235552,0.228521,0.206195,0.188162,0.218871,0.198714,0.227923,0.243015,0.239732,0.237993,0.24001,0.237995
7  object4  SE2,0.178467,0.177029,0.166268,0.167508,0.173254,0.19695,0.202872,0.199362,0.196934,0.198166,0.237334,0.238142,0.193021,0.20112,0.19568,0.233973,0.194789,0.237779,0.240768,0.237753,0.241848,0.237284,0.221499,0.202504,0.207702,0.164256,0.165826,0.16528,0.187811,0.193285,0.192629,0.192415,0.215948,0.225447,0.233181,0.225947,0.203867,0.185982,0.217355,0.196722,0.225957,0.241533,0.238622,0.235976,0.237833,0.235675
8  object16  SE3,0.178055,0.176694,0.165978,0.167168,0.17292,0.196559,0.202457,0.198953,0.196578,0.19782,0.236918,0.237739,0.192556,0.200766,0.19535,0.233611,0.194399,0.237384,0.240436,0.237438,0.241489,0.236896,0.221134,0.202078,0.20732,0.163916,0.165541,0.164955,0.187495,0.192907,0.192269,0.192069,0.215559,0.22512,0.232812,0.225455,0.203599,0.185689,0.217043,0.196371,0.225594,0.241223,0.238386,0.235621,0.237445,0.23528
9  object64  SE4,0.180021,0.178594,0.167716,0.168959,0.174725,0.198541,0.204688,0.201197,0.198682,0.199475,0.238891,0.239708,0.194645,0.202583,0.196914,0.235277,0.196219,0.239212,0.241948,0.238948,0.243116,0.238714,0.22328,0.204268,0.209509,0.165694,0.166994,0.166637,0.189211,0.194927,0.194263,0.194127,0.21748,0.226995,0.234762,0.227686,0.205381,0.187412,0.218455,0.198072,0.227312,0.242633,0.239505,0.237356,0.239319,0.237241
10  object256  SE5,0.180318,0.178902,0.168005,0.169233,0.175003,0.19882,0.205042,0.201565,0.199032,0.199648,0.239092,0.239927,0.194978,0.202825,0.197065,0.235385,0.196429,0.239359,0.241993,0.239058,0.243184,0.238871,0.223624,0.204601,0.209864,0.165968,0.167181,0.166881,0.189461,0.195235,0.194576,0.19447,0.217715,0.22728,0.235024,0.227965,0.205691,0.187687,0.218495,0.198265,0.227466,0.242633,0.239415,0.237528,0.23951,0.237471
