1  object  b1,2.292088,1.986583,2.355371,2.213952,2.362617,1.897617,1.322141,0.60084,0.243643,2.127857,1.713897,0.752332,2.105529,1.572795,1.842404,1.435283,2.153745,0.362898,-0.198652,-0.179422,0.035311,-0.014828,0.610814,2.150231,1.939909,2.299394,2.186881,2.397352,1.636376,1.272006,0.9188,0.556843,1.960423,1.24369,0.219179,2.168535,2.056334,2.065081,0.90262,1.474341,0.585265,-0.00765,-0.167009,-0.158489,-0.147408,0.337833
2  object4  b2,2.349322,2.04261,2.384218,2.340529,2.618517,2.1747,1.505378,0.998938,0.33649,2.375541,2.132267,0.802156,2.431011,1.529692,1.684144,1.787739,2.428154,1.131895,0.28675,0.010092,0.336523,0.655113,0.355744,1.914865,1.99402,2.198385,2.248976,2.63625,2.020174,1.622185,1.32673,0.637318,2.365193,1.772335,0.551623,2.291076,2.226247,2.363018,1.401178,2.027647,1.250124,0.847045,0.574377,0.164806,0.003924,0.539419
3  object16  b3,2.112934,1.779267,2.09011,2.128482,2.037873,1.490794,0.950634,0.431297,-0.368065,1.743344,1.287223,0.279157,2.183769,1.58958,1.276522,1.337205,1.785977,0.480027,-0.095961,0.064881,0.200939,0.154311,0.378462,1.929706,1.845125,2.056731,2.055804,2.243982,1.335353,0.863467,0.511938,0.193547,1.830579,0.944058,-0.058209,2.08637,2.103012,2.115299,0.845623,1.435361,0.417931,0.087572,-0.003522,-0.034505,-0.112432,0.136089
4  object64  b4,2.202545,1.873443,2.094125,1.978009,1.908466,1.568123,1.158727,0.612447,-0.131184,1.427194,0.994481,0.282811,2.17995,1.354608,1.306019,1.471654,1.411836,0.2423,-0.337259,-0.178669,0.116079,0.15643,0.631115,1.821194,1.784296,2.102874,1.944667,2.118634,1.415838,1.037856,0.760492,0.180279,1.526192,0.833736,0.171241,1.955976,1.969363,2.002123,1.062128,1.051681,0.541205,-0.070367,-0.069625,0.089774,0.149353,-0.041675
5  object256  b5,2.374123,1.925008,1.99183,1.698599,1.616548,1.227886,0.93987,0.467789,0.252603,1.303433,0.851417,0.110862,2.27198,1.487411,1.56924,1.336007,1.382912,0.088928,-0.235115,-0.046882,0.111478,0.169237,0.29072,2.047334,1.84307,2.00081,1.63189,1.891627,1.24572,0.965222,0.787349,0.245806,1.237552,0.647197,0.121998,2.168603,2.013687,1.986783,0.729106,0.797644,0.289134,-0.19811,-0.272629,-0.184229,-0.108484,0.376867
6  object  SE1,0.146888,0.16714,0.151063,0.157185,0.163539,0.192331,0.205923,0.20746,0.192519,0.172809,0.190968,0.212576,0.137287,0.168615,0.169049,0.198879,0.170204,0.225319,0.238544,0.245937,0.234967,0.225694,0.215437,0.149596,0.179474,0.153947,0.16303,0.147026,0.195439,0.203613,0.206473,0.204159,0.177162,0.212259,0.22694,0.137538,0.143888,0.15036,0.221848,0.198072,0.227405,0.225481,0.237931,0.245076,0.242979,0.229398
7  object4  SE2,0.145252,0.165491,0.149623,0.156294,0.162087,0.190402,0.20353,0.205064,0.189838,0.171132,0.189138,0.210038,0.135638,0.166342,0.166791,0.19672,0.168427,0.224486,0.237132,0.243473,0.232233,0.222955,0.21295,0.147488,0.177872,0.152643,0.16201,0.14557,0.193328,0.201318,0.204131,0.201556,0.175779,0.210294,0.224442,0.13568,0.14195,0.14843,0.219922,0.196765,0.225697,0.22471,0.236577,0.243094,0.240716,0.227164
8  object16  SE3,0.145009,0.165189,0.149402,0.156119,0.161838,0.190105,0.203217,0.204801,0.189472,0.170911,0.188916,0.209736,0.135449,0.16605,0.166502,0.196417,0.16821,0.224315,0.236851,0.243027,0.231819,0.222575,0.212657,0.147184,0.177597,0.152411,0.161811,0.145332,0.193035,0.201033,0.203863,0.201241,0.17554,0.210001,0.224107,0.135434,0.14169,0.148169,0.219595,0.19655,0.225408,0.224557,0.236311,0.242719,0.24032,0.226845
9  object64  SE4,0.146334,0.166615,0.150583,0.156939,0.163073,0.191686,0.205097,0.206619,0.191591,0.172233,0.19033,0.211692,0.136711,0.167827,0.168266,0.198142,0.169585,0.225128,0.238155,0.245149,0.234043,0.224754,0.214569,0.148868,0.17896,0.153537,0.16274,0.146547,0.194718,0.202816,0.205653,0.203254,0.176726,0.211601,0.226082,0.136895,0.143219,0.149695,0.221229,0.197659,0.226864,0.2253,0.237557,0.244474,0.242254,0.228641
10  object256  SE5,0.146528,0.166766,0.150741,0.15696,0.163207,0.191901,0.205402,0.206943,0.191946,0.172441,0.190569,0.212026,0.136931,0.168127,0.168563,0.198405,0.169817,0.225085,0.238188,0.24538,0.234368,0.225098,0.214898,0.149149,0.179108,0.153645,0.162778,0.146699,0.194976,0.203114,0.205966,0.203597,0.176841,0.21182,0.226394,0.137138,0.143472,0.149942,0.221408,0.197766,0.227009,0.225266,0.237589,0.244609,0.242463,0.228904
