Betas,ROI_Location,Component_Value,Object_Type,Measurement_Type,ID,Pathway
0.114199609,Dorsal_R,1,Novel,Sensitivity_limited,Novel_sub8,Dorsal
0.090204552,Dorsal_R,1,Novel,Sensitivity_limited,Novel_sub9,Dorsal
0.033447333,Dorsal_R,1,Novel,Sensitivity_limited,Novel_sub10,Dorsal
0.116215327,Dorsal_R,1,Novel,Sensitivity_limited,Novel_sub11,Dorsal
0.046877535,Dorsal_R,1,Novel,Sensitivity_limited,Novel_sub12,Dorsal
0.077277214,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub1,Dorsal
0.186186852,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub2,Dorsal
0.116884491,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub3,Dorsal
0.044426332,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub4,Dorsal
0.084874538,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub5,Dorsal
0.108704578,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub6,Dorsal
0.131428076,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub7,Dorsal
0.114393253,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub8,Dorsal
0.093945803,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub9,Dorsal
0.079774541,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub10,Dorsal
0.151816836,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub11,Dorsal
0.069590027,Dorsal_R,2,Novel,Sensitivity_limited,Novel_sub12,Dorsal
0.072676107,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub1,Dorsal
0.157468148,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub2,Dorsal
0.10538484,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub3,Dorsal
0.063566007,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub4,Dorsal
0.132605395,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub5,Dorsal
0.039220006,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub6,Dorsal
0.095597105,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub7,Dorsal
0.139373007,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub8,Dorsal
0.078443164,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub9,Dorsal
0.034674859,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub10,Dorsal
0.10452577,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub11,Dorsal
0.023775494,Dorsal_L,1,Novel,Sensitivity_limited,Novel_sub12,Dorsal
0.091746198,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub1,Dorsal
0.186302469,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub2,Dorsal
0.109892612,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub3,Dorsal
0.043799547,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub4,Dorsal
0.097199557,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub5,Dorsal
0.077079918,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub6,Dorsal
0.108088633,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub7,Dorsal
0.131899978,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub8,Dorsal
0.087137447,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub9,Dorsal
0.056486364,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub10,Dorsal
0.121445988,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub11,Dorsal
0.044870767,Dorsal_L,2,Novel,Sensitivity_limited,Novel_sub12,Dorsal
0.092024022,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub1,Ventral
0.037469067,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub2,Ventral
0.063277629,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub3,Ventral
0.024235027,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub4,Ventral
0.109017241,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub5,Ventral
0.03391226,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub6,Ventral
0.07236631,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub7,Ventral
0.053088887,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub8,Ventral
0.042553676,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub9,Ventral
0.040377992,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub10,Ventral
0.124325657,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub11,Ventral
0.142233736,Ventral_R,1,Semantic,Sensitivity_All,Semantic_sub12,Ventral
0.143822142,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub1,Ventral
0.128942976,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub2,Ventral
0.144264263,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub3,Ventral
0.101021573,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub4,Ventral
0.13589068,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub5,Ventral
0.082409779,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub6,Ventral
0.151586401,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub7,Ventral
0.137392708,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub8,Ventral
0.09197901,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub9,Ventral
0.120607927,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub10,Ventral
0.107630204,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub11,Ventral
0.223466167,Ventral_R,2,Semantic,Sensitivity_All,Semantic_sub12,Ventral
0.077296317,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub1,Ventral
0.039083372,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub2,Ventral
0.08173206,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub3,Ventral
0.06443716,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub4,Ventral
0.075568754,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub5,Ventral
0.102110027,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub6,Ventral
0.015526622,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub7,Ventral
0.121901758,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub8,Ventral
0.070107416,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub9,Ventral
0.03126384,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub10,Ventral
0.114156446,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub11,Ventral
0.149085977,Ventral_L,1,Semantic,Sensitivity_All,Semantic_sub12,Ventral
0.151411859,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub1,Ventral
0.132808723,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub2,Ventral
0.153361747,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub3,Ventral
0.13704264,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub4,Ventral
0.148482079,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub5,Ventral
0.164702157,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub6,Ventral
0.109642947,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub7,Ventral
0.173261487,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub8,Ventral
0.077903948,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub9,Ventral
0.113607901,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub10,Ventral
0.136220042,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub11,Ventral
0.210454344,Ventral_L,2,Semantic,Sensitivity_All,Semantic_sub12,Ventral
0.115084022,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub1,Dorsal
0.007176198,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub2,Dorsal
0.089588171,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub3,Dorsal
-0.034765413,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub4,Dorsal
0.113810913,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub5,Dorsal
0.083860115,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub6,Dorsal
0.166659162,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub7,Dorsal
0.068329967,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub8,Dorsal
0.009707288,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub9,Dorsal
0.072856643,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub10,Dorsal
0.085410915,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub11,Dorsal
0.166762926,Dorsal_R,1,Semantic,Sensitivity_All,Semantic_sub12,Dorsal
0.079010988,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub1,Dorsal
0.116834598,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub2,Dorsal
0.127038133,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub3,Dorsal
0.038887995,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub4,Dorsal
0.111755333,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub5,Dorsal
0.099681369,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub6,Dorsal
0.126229835,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub7,Dorsal
0.072335636,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub8,Dorsal
0.043797562,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub9,Dorsal
0.041361687,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub10,Dorsal
0.078837507,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub11,Dorsal
0.150331624,Dorsal_R,2,Semantic,Sensitivity_All,Semantic_sub12,Dorsal
0.084378506,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub1,Dorsal
0.079572657,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub2,Dorsal
0.071132653,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub3,Dorsal
0.095994216,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub4,Dorsal
0.062862202,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub5,Dorsal
0.078230756,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub6,Dorsal
0.14166234,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub7,Dorsal
0.129289517,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub8,Dorsal
0.082466211,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub9,Dorsal
0.088171071,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub10,Dorsal
0.087006762,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub11,Dorsal
0.171414096,Dorsal_L,1,Semantic,Sensitivity_All,Semantic_sub12,Dorsal
0.114655219,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub1,Dorsal
0.093124153,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub2,Dorsal
0.134663138,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub3,Dorsal
0.041522151,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub4,Dorsal
0.120041858,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub5,Dorsal
0.071288983,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub6,Dorsal
0.139197971,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub7,Dorsal
0.127913432,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub8,Dorsal
0.045671127,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub9,Dorsal
0.050995815,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub10,Dorsal
0.078273821,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub11,Dorsal
0.144362547,Dorsal_L,2,Semantic,Sensitivity_All,Semantic_sub12,Dorsal
-0.026067046,Ventral_R,1,Novel,Sensitivity_All,Novel_sub1,Ventral
0.076254177,Ventral_R,1,Novel,Sensitivity_All,Novel_sub2,Ventral
-0.035694771,Ventral_R,1,Novel,Sensitivity_All,Novel_sub3,Ventral
-0.028674012,Ventral_R,1,Novel,Sensitivity_All,Novel_sub4,Ventral
0.028312606,Ventral_R,1,Novel,Sensitivity_All,Novel_sub5,Ventral
-0.005471489,Ventral_R,1,Novel,Sensitivity_All,Novel_sub6,Ventral
-0.00271879,Ventral_R,1,Novel,Sensitivity_All,Novel_sub7,Ventral
0.065546253,Ventral_R,1,Novel,Sensitivity_All,Novel_sub8,Ventral
0.010867141,Ventral_R,1,Novel,Sensitivity_All,Novel_sub9,Ventral
-0.012643216,Ventral_R,1,Novel,Sensitivity_All,Novel_sub10,Ventral
0.075016686,Ventral_R,1,Novel,Sensitivity_All,Novel_sub11,Ventral
-0.052413963,Ventral_R,1,Novel,Sensitivity_All,Novel_sub12,Ventral
0.053180323,Ventral_R,2,Novel,Sensitivity_All,Novel_sub1,Ventral
0.157649711,Ventral_R,2,Novel,Sensitivity_All,Novel_sub2,Ventral
0.090869886,Ventral_R,2,Novel,Sensitivity_All,Novel_sub3,Ventral
0.044606911,Ventral_R,2,Novel,Sensitivity_All,Novel_sub4,Ventral
0.085067863,Ventral_R,2,Novel,Sensitivity_All,Novel_sub5,Ventral
0.095668595,Ventral_R,2,Novel,Sensitivity_All,Novel_sub6,Ventral
0.098076372,Ventral_R,2,Novel,Sensitivity_All,Novel_sub7,Ventral
0.123950915,Ventral_R,2,Novel,Sensitivity_All,Novel_sub8,Ventral
0.091780024,Ventral_R,2,Novel,Sensitivity_All,Novel_sub9,Ventral
0.070928091,Ventral_R,2,Novel,Sensitivity_All,Novel_sub10,Ventral
0.138433548,Ventral_R,2,Novel,Sensitivity_All,Novel_sub11,Ventral
0.073109374,Ventral_R,2,Novel,Sensitivity_All,Novel_sub12,Ventral
-0.017729054,Ventral_L,1,Novel,Sensitivity_All,Novel_sub1,Ventral
0.092491515,Ventral_L,1,Novel,Sensitivity_All,Novel_sub2,Ventral
-0.044759913,Ventral_L,1,Novel,Sensitivity_All,Novel_sub3,Ventral
-0.031182787,Ventral_L,1,Novel,Sensitivity_All,Novel_sub4,Ventral
-0.014147665,Ventral_L,1,Novel,Sensitivity_All,Novel_sub5,Ventral
0.043141405,Ventral_L,1,Novel,Sensitivity_All,Novel_sub6,Ventral
-0.049987553,Ventral_L,1,Novel,Sensitivity_All,Novel_sub7,Ventral
0.103584003,Ventral_L,1,Novel,Sensitivity_All,Novel_sub8,Ventral
-0.045672563,Ventral_L,1,Novel,Sensitivity_All,Novel_sub9,Ventral
-0.053546184,Ventral_L,1,Novel,Sensitivity_All,Novel_sub10,Ventral
0.061196388,Ventral_L,1,Novel,Sensitivity_All,Novel_sub11,Ventral
-0.081327166,Ventral_L,1,Novel,Sensitivity_All,Novel_sub12,Ventral
0.046537038,Ventral_L,2,Novel,Sensitivity_All,Novel_sub1,Ventral
0.14998312,Ventral_L,2,Novel,Sensitivity_All,Novel_sub2,Ventral
0.09547729,Ventral_L,2,Novel,Sensitivity_All,Novel_sub3,Ventral
0.05634625,Ventral_L,2,Novel,Sensitivity_All,Novel_sub4,Ventral
0.080584171,Ventral_L,2,Novel,Sensitivity_All,Novel_sub5,Ventral
0.135105029,Ventral_L,2,Novel,Sensitivity_All,Novel_sub6,Ventral
0.079119388,Ventral_L,2,Novel,Sensitivity_All,Novel_sub7,Ventral
0.134085522,Ventral_L,2,Novel,Sensitivity_All,Novel_sub8,Ventral
0.0892536,Ventral_L,2,Novel,Sensitivity_All,Novel_sub9,Ventral
0.057220671,Ventral_L,2,Novel,Sensitivity_All,Novel_sub10,Ventral
0.128846539,Ventral_L,2,Novel,Sensitivity_All,Novel_sub11,Ventral
0.043694323,Ventral_L,2,Novel,Sensitivity_All,Novel_sub12,Ventral
0.020620563,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub1,Dorsal
0.131864126,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub2,Dorsal
0.025553061,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub3,Dorsal
-0.079027446,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub4,Dorsal
-0.018409617,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub5,Dorsal
0.077834641,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub6,Dorsal
0.03947173,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub7,Dorsal
0.077772526,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub8,Dorsal
-0.037654295,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub9,Dorsal
-0.015372961,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub10,Dorsal
0.095249122,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub11,Dorsal
0.016033369,Dorsal_R,1,Novel,Sensitivity_All,Novel_sub12,Dorsal
0.059310257,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub1,Dorsal
0.185913025,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub2,Dorsal
0.083901509,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub3,Dorsal
0.024339203,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub4,Dorsal
0.073026621,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub5,Dorsal
0.07713912,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub6,Dorsal
0.116866785,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub7,Dorsal
0.092269685,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub8,Dorsal
0.089607563,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub9,Dorsal
0.072906776,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub10,Dorsal
0.151439711,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub11,Dorsal
0.010096529,Dorsal_R,2,Novel,Sensitivity_All,Novel_sub12,Dorsal
0.036039665,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub1,Dorsal
0.157468148,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub2,Dorsal
-0.065361756,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub3,Dorsal
0.037054263,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub4,Dorsal
0.005474809,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub5,Dorsal
-0.066437014,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub6,Dorsal
0.08017581,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub7,Dorsal
0.126984172,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub8,Dorsal
-0.036604338,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub9,Dorsal
0.006144344,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub10,Dorsal
0.076550914,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub11,Dorsal
-0.018562161,Dorsal_L,1,Novel,Sensitivity_All,Novel_sub12,Dorsal
0.083140115,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub1,Dorsal
0.186302469,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub2,Dorsal
0.091648337,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub3,Dorsal
0.021433136,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub4,Dorsal
0.073150237,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub5,Dorsal
0.04300184,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub6,Dorsal
0.095841657,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub7,Dorsal
0.116276031,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub8,Dorsal
0.069622334,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub9,Dorsal
0.038637883,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub10,Dorsal
0.119915475,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub11,Dorsal
0.005121805,Dorsal_L,2,Novel,Sensitivity_All,Novel_sub12,Dorsal
