voxelX,voxelY,voxelZ,VCluster
30,43,22,100
35,46,24,100
35,43,25,100
33,46,25,100
33,48,24,100
33,46,24,100
32,46,25,100
32,43,24,100
32,45,27,100
35,45,25,100
30,45,22,100
33,45,24,100
32,45,22,100
33,45,27,100
32,43,25,100
33,43,25,100
33,43,27,100
32,46,24,100
32,45,24,100
33,45,25,100
30,43,24,100
29,45,22,100
30,45,25,100
29,45,24,100
32,45,25,100
30,45,24,100
